ID,TOKENS,GLOSS 3 ENGL,MODIFIED,GLOSA 1 PORT,COGID,PWT,GLOSA 2 ENGL,CONCEPT,IPA,PET,GLOSA 2 PORT,ALIGNMENT,COUNTERPART,GLOSA 3 PORT,CONTEXT,DOCULECT
1181,sʔ i a,GLOSS 3 ENGL,TRUE,face,109,PWT,GLOSA 2 ENGL,face,sʔia,PET,GLOSA 2 PORT,sʔ i - a ( - - - - ),sʔia,GLOSA 3 PORT,AXZ,SEK
1182,d i a,GLOSS 3 ENGL,FALSE,face,109,PWT,GLOSA 2 ENGL,face,dia,PET,GLOSA 2 PORT,d i - a ( - - - - ),dia,GLOSA 3 PORT,AXZ,TUK
1183,d i a _ p o a,GLOSS 3 ENGL,FALSE,face,109,PWT,GLOSA 2 ENGL,face,dia_poa,PET,GLOSA 2 PORT,d i - a ( _ p o a ),dia poa,GLOSA 3 PORT,AXZ_AXZ,TUY
1184,t jʔ i a,,TRUE,,109,,,face,*tjʔia,,,tsʔ i - a ( - - - - ),,,AXZ,*PT
1185,r i a,GLOSS 3 ENGL,FALSE,rio,110,PWT,GLOSA 2 ENGL,river,ria,PET,GLOSA 2 PORT,r i a,ria,GLOSA 3 PORT,AXZ,BAS
1186,d i a,GLOSS 3 ENGL,FALSE,rio,110,PWT,GLOSA 2 ENGL,river,dia,PET,GLOSA 2 PORT,d i a,dia,GLOSA 3 PORT,AXZ,DES
1187,r i a,GLOSS 3 ENGL,FALSE,rio,110,PWT,GLOSA 2 ENGL,river,ria,PET,GLOSA 2 PORT,r i a,ria,GLOSA 3 PORT,AXZ,KAR
1188,j i a,GLOSS 3 ENGL,FALSE,rio,110,PWT,GLOSA 2 ENGL,river,jia,PET,GLOSA 2 PORT,j i a,jia,GLOSA 3 PORT,AXZ,KOR
1189,h i a,GLOSS 3 ENGL,FALSE,rio,110,PWT,GLOSA 2 ENGL,river,hia,PET,GLOSA 2 PORT,h i a,hia,GLOSA 3 PORT,AXZ,KUB
1190,l a,GLOSS 3 ENGL,FALSE,rio,110,PWT,GLOSA 2 ENGL,river,la,PET,GLOSA 2 PORT,r - a,la,GLOSA 3 PORT,AX,KUE
1191,j i a,GLOSS 3 ENGL,FALSE,rio,110,PWT,GLOSA 2 ENGL,river,jia,PET,GLOSA 2 PORT,j i a,jia,GLOSA 3 PORT,AXZ,MAI
1192,sʔ i a,GLOSS 3 ENGL,FALSE,rio,110,PWT,GLOSA 2 ENGL,river,sʔia,PET,GLOSA 2 PORT,sʔ i a,sʔia,GLOSA 3 PORT,AXZ,SEK
1193,sʔ i a,GLOSS 3 ENGL,TRUE,rio,110,PWT,GLOSA 2 ENGL,river,sʔia,PET,GLOSA 2 PORT,sʔ i a,sʔia,GLOSA 3 PORT,AXZ,SIO
1194,r i a,GLOSS 3 ENGL,FALSE,rio,110,PWT,GLOSA 2 ENGL,river,ria,PET,GLOSA 2 PORT,r i a,ria,GLOSA 3 PORT,AXZ,TAN
1195,d i a,GLOSS 3 ENGL,FALSE,rio,110,PWT,GLOSA 2 ENGL,river,dia,PET,GLOSA 2 PORT,d i a,dia,GLOSA 3 PORT,AXZ,TUK
1196,d i a,GLOSS 3 ENGL,FALSE,rio,110,PWT,GLOSA 2 ENGL,river,dia,PET,GLOSA 2 PORT,d i a,dia,GLOSA 3 PORT,AXZ,TUY
1197,d i a,GLOSS 3 ENGL,FALSE,rio,110,PWT,GLOSA 2 ENGL,river,dia,PET,GLOSA 2 PORT,d i a,dia,GLOSA 3 PORT,AXZ,WAN
1198,t jʔ i a,,TRUE,,110,,,river,*tjʔia,,,tsʔ i a,,,AXZ,*PT
1199,r i i,GLOSS 3 ENGL,FALSE,sangue,111,PWT,GLOSA 2 ENGL,blood,rii,PET,GLOSA 2 PORT,r i - i ( - - ),rii,GLOSA 3 PORT,AXZ,BAS
1200,d i i,GLOSS 3 ENGL,FALSE,sangue,111,PWT,GLOSA 2 ENGL,blood,dii,PET,GLOSA 2 PORT,d i - i ( - - ),dii,GLOSA 3 PORT,AXZ,DES
1201,r i i,GLOSS 3 ENGL,FALSE,sangue,111,PWT,GLOSA 2 ENGL,blood,rii,PET,GLOSA 2 PORT,r i - i ( - - ),rii,GLOSA 3 PORT,AXZ,KAR
1202,j i e,GLOSS 3 ENGL,FALSE,sangue,111,PWT,GLOSA 2 ENGL,blood,jie,PET,GLOSA 2 PORT,j i - e ( - - ),jie,GLOSA 3 PORT,AXZ,KOR
1203,h i w e,GLOSS 3 ENGL,FALSE,sangue,111,PWT,GLOSA 2 ENGL,blood,hiwe,PET,GLOSA 2 PORT,h i w e ( - - ),hiwe,GLOSA 3 PORT,AXBZ,KUB
1204,l i e r i,GLOSS 3 ENGL,FALSE,sangue,111,PWT,GLOSA 2 ENGL,blood,lieri,PET,GLOSA 2 PORT,r i - e ( r i ),lieri,GLOSA 3 PORT,AXYBZ,KUE
1205,sʔ i e,GLOSS 3 ENGL,FALSE,sangue,111,PWT,GLOSA 2 ENGL,blood,sʔie,PET,GLOSA 2 PORT,sʔ i - e ( - - ),sʔie,GLOSA 3 PORT,AXZ,SEK
1206,sʔ i e,GLOSS 3 ENGL,TRUE,sangue,111,PWT,GLOSA 2 ENGL,blood,sʔie,PET,GLOSA 2 PORT,sʔ i - e ( - - ),sʔie,GLOSA 3 PORT,AXZ,SIO
1207,r i b e,GLOSS 3 ENGL,FALSE,sangue,111,PWT,GLOSA 2 ENGL,blood,ribe,PET,GLOSA 2 PORT,r i b e ( - - ),ribe,GLOSA 3 PORT,AXBZ,TAN
1208,d i i,GLOSS 3 ENGL,FALSE,sangue,111,PWT,GLOSA 2 ENGL,blood,dii,PET,GLOSA 2 PORT,d i - i ( - - ),dii,GLOSA 3 PORT,AXZ,TUK
1209,d i i,GLOSS 3 ENGL,FALSE,sangue,111,PWT,GLOSA 2 ENGL,blood,dii,PET,GLOSA 2 PORT,d i - i ( - - ),dii,GLOSA 3 PORT,AXZ,TUY
1210,d i,GLOSS 3 ENGL,FALSE,sangue,111,PWT,GLOSA 2 ENGL,blood,di,PET,GLOSA 2 PORT,d i - - ( - - ),di,GLOSA 3 PORT,AX,WAN
1211,t jʔ i e,,TRUE,,111,,,blood,*tjʔie,,,tsʔ i - e ( - - ),,,AXZ,*PT
1212,d i t a,GLOSS 3 ENGL,FALSE,lago,112,PWT,GLOSA 2 ENGL,lake,dita,PET,GLOSA 2 PORT,d i t a ( - - ),dita,GLOSA 3 PORT,AXBZ,DES
1213,h i t a,GLOSS 3 ENGL,FALSE,lago,112,PWT,GLOSA 2 ENGL,lake,hita,PET,GLOSA 2 PORT,h i t a ( - - ),hita,GLOSA 3 PORT,AXBZ,KUB
1214,r i t a,GLOSS 3 ENGL,FALSE,lago,112,PWT,GLOSA 2 ENGL,lake,rita,PET,GLOSA 2 PORT,r i t a ( - - ),rita,GLOSA 3 PORT,AXBZ,KUE
1215,t∫ i t a,GLOSS 3 ENGL,FALSE,lago,112,PWT,GLOSA 2 ENGL,lake,t∫ita,PET,GLOSA 2 PORT,t∫ i t a ( - - ),t∫ita,GLOSA 3 PORT,AXBZ,MAI
1216,sʔ i t a d a,GLOSS 3 ENGL,TRUE,lago,112,PWT,GLOSA 2 ENGL,lake,sʔitada,PET,GLOSA 2 PORT,sʔ i t a ( d a ),sʔitada,GLOSA 3 PORT,AXBYBZ,SIO
1217,d i t a,GLOSS 3 ENGL,FALSE,lago,112,PWT,GLOSA 2 ENGL,lake,dita,PET,GLOSA 2 PORT,d i t a ( - - ),dita,GLOSA 3 PORT,AXBZ,TUK
1218,t a r o,GLOSS 3 ENGL,FALSE,lago,112,PWT,GLOSA 2 ENGL,lake,-taro,PET,GLOSA 2 PORT,- - t a ( r o ),taro,GLOSA 3 PORT,AXBZ,TUY
1219,t i t a,GLOSS 3 ENGL,FALSE,lago,112,PWT,GLOSA 2 ENGL,lake,tita,PET,GLOSA 2 PORT,t i t a ( - - ),tita,GLOSA 3 PORT,AXBZ,YUP
1220,tjʔ i tt a,,TRUE,,112,,,lake,*tjʔitta,,,tsʔ i tt a ( - - ),,,AXBZ,*PT
1221,r i h o,GLOSS 3 ENGL,FALSE,cabeça,113,PWT,GLOSA 2 ENGL,head,riho,PET,GLOSA 2 PORT,r i h o,riho,GLOSA 3 PORT,AXBZ,BAS
1222,d i p u,GLOSS 3 ENGL,FALSE,cabeça,113,PWT,GLOSA 2 ENGL,head,dipu,PET,GLOSA 2 PORT,d i p u,dipu,GLOSA 3 PORT,AXBZ,DES
1223,r ɨ p o,GLOSS 3 ENGL,FALSE,cabeça,113,PWT,GLOSA 2 ENGL,head,rɨpo,PET,GLOSA 2 PORT,r ɨ p o,rɨpo,GLOSA 3 PORT,AXBZ,KAR
1224,s ĩ h õ,GLOSS 3 ENGL,FALSE,cabeça,113,PWT,GLOSA 2 ENGL,head,~siho,PET,GLOSA 2 PORT,s ĩ h õ,~siho,GLOSA 3 PORT,AXBZ,KOR
1225,h i p o,GLOSS 3 ENGL,FALSE,cabeça,113,PWT,GLOSA 2 ENGL,head,hipo,PET,GLOSA 2 PORT,h i p o,hipo,GLOSA 3 PORT,AXBZ,KUB
1226,t∫ i o,GLOSS 3 ENGL,FALSE,cabeça,113,PWT,GLOSA 2 ENGL,head,t∫io,PET,GLOSA 2 PORT,t∫ i - o,t∫io,GLOSA 3 PORT,AXZ,MAI
1227,s ĩ õ,GLOSS 3 ENGL,FALSE,cabeça,113,PWT,GLOSA 2 ENGL,head,~sio,PET,GLOSA 2 PORT,s ĩ - õ,~sio,GLOSA 3 PORT,AXZ,SEK
1228,sʔ ĩ h õ,GLOSS 3 ENGL,TRUE,cabeça,113,PWT,GLOSA 2 ENGL,head,~sʔiho,PET,GLOSA 2 PORT,sʔ ĩ h õ,~sʔiho,GLOSA 3 PORT,AXBZ,SIO
1229,r u ɸ u,GLOSS 3 ENGL,FALSE,cabeça,113,PWT,GLOSA 2 ENGL,head,rupu,PET,GLOSA 2 PORT,r u ɸ u,rupu,GLOSA 3 PORT,AXBZ,TAN
1230,d ɨ p o,GLOSS 3 ENGL,FALSE,cabeça,113,PWT,GLOSA 2 ENGL,head,dɨpo,PET,GLOSA 2 PORT,d ɨ p o,dɨpo,GLOSA 3 PORT,AXBZ,TUK
1231,d u p u,GLOSS 3 ENGL,FALSE,cabeça,113,PWT,GLOSA 2 ENGL,head,dupu,PET,GLOSA 2 PORT,d u p u,dupu,GLOSA 3 PORT,AXBZ,TUY
1232,d a p u,GLOSS 3 ENGL,FALSE,cabeça,113,PWT,GLOSA 2 ENGL,head,dapu,PET,GLOSA 2 PORT,d a p u,dapu,GLOSA 3 PORT,AXBZ,WAN
1233,d ɨ p ɨ,GLOSS 3 ENGL,FALSE,cabeça,113,PWT,GLOSA 2 ENGL,head,dɨpɨ,PET,GLOSA 2 PORT,d ɨ p ɨ,dɨpɨ,GLOSA 3 PORT,AXBZ,YUP
1234,t jʔ ɨ p o,,TRUE,,113,,,head,*tjʔɨpo,,,tsʔ ɨ p o,,,AXBZ,*PT
1235,r i c e,GLOSS 3 ENGL,FALSE,boca1,114,PWT,GLOSA 2 ENGL,mouth1,rice,*tjʔɨseo,GLOSA 2 PORT,r i t∫ e ( - - ),rice,GLOSA 3 PORT,AXBZ,BAS
1236,d i s i,GLOSS 3 ENGL,FALSE,boca1,114,PWT,GLOSA 2 ENGL,mouth1,disi,*tjʔɨseo,GLOSA 2 PORT,d i s i ( - - ),disi,GLOSA 3 PORT,AXBZ,DES
1237,r i s e,GLOSS 3 ENGL,FALSE,boca1,114,PWT,GLOSA 2 ENGL,mouth1,rise,*tjʔɨseo,GLOSA 2 PORT,r i s e ( - - ),"rise, jise",GLOSA 3 PORT,AXBZ,KAR
1238,h i h e,GLOSS 3 ENGL,FALSE,boca1,114,PWT,GLOSA 2 ENGL,mouth1,hihe,*tjʔɨseo,GLOSA 2 PORT,h i h e ( - - ),hihe,GLOSA 3 PORT,AXBZ,KUB
1239,r i s e p u,GLOSS 3 ENGL,FALSE,boca1,114,PWT,GLOSA 2 ENGL,mouth1,risepu,*tjʔɨseo,GLOSA 2 PORT,r i s e ( p u ),risepu,GLOSA 3 PORT,AXBYBZ,KUE
1240,r i h o,GLOSS 3 ENGL,FALSE,boca1,114,PWT,GLOSA 2 ENGL,mouth1,riho,*tjʔɨseo,GLOSA 2 PORT,r i h o ( - - ),riho,GLOSA 3 PORT,AXBZ,TAN
1241,ɨ ʔs e,GLOSS 3 ENGL,FALSE,boca1,114,PWT,GLOSA 2 ENGL,mouth1,ɨʔse,*tjʔɨseo,GLOSA 2 PORT,- ɨ ʔs e ( - - ),ɨʔse,GLOSA 3 PORT,XBZ,TUK
1242,ɨ s e,GLOSS 3 ENGL,FALSE,boca1,114,PWT,GLOSA 2 ENGL,mouth1,ɨse,*tjʔɨseo,GLOSA 2 PORT,- ɨ s e ( - - ),ɨse,GLOSA 3 PORT,XBZ,TUY
1243,d ɨ s e,GLOSS 3 ENGL,FALSE,boca1,114,PWT,GLOSA 2 ENGL,mouth1,dɨse,*tjʔɨseo,GLOSA 2 PORT,d ɨ s e ( - - ),dɨse,GLOSA 3 PORT,AXBZ,WAN
1244,d i ts i,GLOSS 3 ENGL,TRUE,boca1,114,PWT,GLOSA 2 ENGL,mouth1,ditsi,*tjʔɨseo,GLOSA 2 PORT,d i ts i ( - - ),ditsi,GLOSA 3 PORT,AXBZ,YUP
1245,t jʔ ɨ s e o,,TRUE,,114,,,mouth1,*tjʔɨseo,,,tsʔ ɨ s e ( o - ),,,AXBYZ,*PT
1246,j o a,GLOSS 3 ENGL,FALSE,longe,115,PWT,GLOSA 2 ENGL,distant,joa,PET,GLOSA 2 PORT,j o - a,joa,GLOSA 3 PORT,AXZ,BAS
1247,j o a,GLOSS 3 ENGL,FALSE,longe,115,PWT,GLOSA 2 ENGL,distant,joa,PET,GLOSA 2 PORT,j o - a,joa,GLOSA 3 PORT,AXZ,DES
1248,j o a,GLOSS 3 ENGL,FALSE,longe,115,PWT,GLOSA 2 ENGL,distant,joa,PET,GLOSA 2 PORT,j o - a,joa,GLOSA 3 PORT,AXZ,KAR
1249,h o a,GLOSS 3 ENGL,FALSE,longe,115,PWT,GLOSA 2 ENGL,distant,hoa,PET,GLOSA 2 PORT,h o - a,hoa,GLOSA 3 PORT,AXZ,KUB
1250,j o e,GLOSS 3 ENGL,FALSE,longe,115,PWT,GLOSA 2 ENGL,distant,joe,PET,GLOSA 2 PORT,j o - e,joe,GLOSA 3 PORT,AXZ,KUE
1251,j ã m a,GLOSS 3 ENGL,FALSE,longe,115,PWT,GLOSA 2 ENGL,distant,doa,PET,GLOSA 2 PORT,d o - a,jãma,GLOSA 3 PORT,AXZ,MAI
1252,s o ʔ o,GLOSS 3 ENGL,FALSE,longe,115,PWT,GLOSA 2 ENGL,distant,soʔo,PET,GLOSA 2 PORT,s o ʔ o,soʔo,GLOSA 3 PORT,AXBZ,SEK
1253,sʔ o a,GLOSS 3 ENGL,TRUE,longe,115,PWT,GLOSA 2 ENGL,distant,sʔoa,PET,GLOSA 2 PORT,sʔ o - a,sʔoa,GLOSA 3 PORT,AXZ,SIO
1254,j o e,GLOSS 3 ENGL,FALSE,longe,115,PWT,GLOSA 2 ENGL,distant,joe,PET,GLOSA 2 PORT,j o - e,joe,GLOSA 3 PORT,AXZ,TAN
1255,j o a,GLOSS 3 ENGL,FALSE,longe,115,PWT,GLOSA 2 ENGL,distant,joa,PET,GLOSA 2 PORT,j o - a,joa,GLOSA 3 PORT,AXZ,TUK
1256,j o a,GLOSS 3 ENGL,FALSE,longe,115,PWT,GLOSA 2 ENGL,distant,joa,PET,GLOSA 2 PORT,j o - a,joa,GLOSA 3 PORT,AXZ,TUY
1257,j o a,GLOSS 3 ENGL,FALSE,longe,115,PWT,GLOSA 2 ENGL,distant,joa,PET,GLOSA 2 PORT,j o - a,joa,GLOSA 3 PORT,AXZ,WAN
1258,t jʔ o a,,TRUE,,115,,,distant,*tjʔoa,,,tsʔ o - a,,,AXZ,*PT
1259,ɲ ã s ã,GLOSS 3 ENGL,FALSE,martim pescador,116,PWT,GLOSA 2 ENGL,king-fisher,~jasa,PET,GLOSA 2 PORT,ɲ ã s ã,~jasa,GLOSA 3 PORT,AXBZ,BAS
1260,s ã n ã,GLOSS 3 ENGL,FALSE,martim pescador,116,PWT,GLOSA 2 ENGL,king-fisher,~sada,PET,GLOSA 2 PORT,s ã n ã,~sada,GLOSA 3 PORT,AXBZ,DES
1261,ɲ ã s ã,GLOSS 3 ENGL,FALSE,martim pescador,116,PWT,GLOSA 2 ENGL,king-fisher,~jasa,PET,GLOSA 2 PORT,ɲ ã s ã,~jasa,GLOSA 3 PORT,AXBZ,KAR
1262,s ã sʔ a,GLOSS 3 ENGL,FALSE,martim pescador,116,PWT,GLOSA 2 ENGL,king-fisher,sãsʔa,PET,GLOSA 2 PORT,s ã ʔs a,sãsʔa,GLOSA 3 PORT,AXBZ,KOR
1263,h ã h ã,GLOSS 3 ENGL,FALSE,martim pescador,116,PWT,GLOSA 2 ENGL,king-fisher,~haha,PET,GLOSA 2 PORT,h ã h ã,~haha,GLOSA 3 PORT,AXBZ,KUB
1264,sʔ ã ʔ s a,GLOSS 3 ENGL,TRUE,martim pescador,116,PWT,GLOSA 2 ENGL,king-fisher,sʔãʔsa,PET,GLOSA 2 PORT,sʔ ã ʔs a,sʔãʔsa,GLOSA 3 PORT,AXBZ,SEK
1265,h ã h ã,GLOSS 3 ENGL,FALSE,martim pescador,116,PWT,GLOSA 2 ENGL,king-fisher,~haha,PET,GLOSA 2 PORT,h ã h ã,~haha,GLOSA 3 PORT,AXBZ,TAN
1266,s ã n ã,GLOSS 3 ENGL,FALSE,martim pescador,116,PWT,GLOSA 2 ENGL,king-fisher,~sada,PET,GLOSA 2 PORT,s ã n ã,~sada,GLOSA 3 PORT,AXBZ,TUK
1267,s ã n ã,GLOSS 3 ENGL,FALSE,martim pescador,116,PWT,GLOSA 2 ENGL,king-fisher,~sada,PET,GLOSA 2 PORT,s ã n ã,~sada,GLOSA 3 PORT,AXBZ,WAN
1268,s ã s ã,GLOSS 3 ENGL,FALSE,martim pescador,116,PWT,GLOSA 2 ENGL,king-fisher,~sasa,PET,GLOSA 2 PORT,s ã s ã,~sasa,GLOSA 3 PORT,AXBZ,YUP
1269,t j ã s a,,FALSE,,116,,,king-fisher,*tjãsa,,,ts ã s a,,,AXBZ,*PT
1270,j e c e,GLOSS 3 ENGL,FALSE,porco do mato,117,PWT,GLOSA 2 ENGL,peccary,jece,PET,GLOSA 2 PORT,j e t∫ e,jece,GLOSA 3 PORT,AXBZ,BAS
1271,j e s e,GLOSS 3 ENGL,FALSE,porco do mato,117,PWT,GLOSA 2 ENGL,peccary,jese,PET,GLOSA 2 PORT,j e s e,jese,GLOSA 3 PORT,AXBZ,DES
1272,s ẽ s e,GLOSS 3 ENGL,FALSE,porco do mato,117,PWT,GLOSA 2 ENGL,peccary,sẽse,PET,GLOSA 2 PORT,s ẽ s e,sẽse,GLOSA 3 PORT,AXBZ,KOR
1273,h ẽ h ẽ,GLOSS 3 ENGL,FALSE,porco do mato,117,PWT,GLOSA 2 ENGL,peccary,~hehe,PET,GLOSA 2 PORT,h ẽ h ẽ,~hehe,GLOSA 3 PORT,AXBZ,KUB
1274,j e s e,GLOSS 3 ENGL,FALSE,porco do mato,117,PWT,GLOSA 2 ENGL,peccary,jese,PET,GLOSA 2 PORT,j e s e,jese,GLOSA 3 PORT,AXBZ,KUE
1275,s ẽ s e,GLOSS 3 ENGL,FALSE,porco do mato,117,PWT,GLOSA 2 ENGL,peccary,sẽse,PET,GLOSA 2 PORT,s ẽ s e,sẽse,GLOSA 3 PORT,AXBZ,MAI
1276,s ẽ s e,GLOSS 3 ENGL,FALSE,porco do mato,117,PWT,GLOSA 2 ENGL,peccary,sẽse,PET,GLOSA 2 PORT,s ẽ s e,sẽse,GLOSA 3 PORT,AXBZ,SEK
1277,s ẽ s e,GLOSS 3 ENGL,FALSE,porco do mato,117,PWT,GLOSA 2 ENGL,peccary,sẽse,PET,GLOSA 2 PORT,s ẽ s e,sẽse,GLOSA 3 PORT,AXBZ,SIO
1278,h ẽ h ẽ,GLOSS 3 ENGL,FALSE,porco do mato,117,PWT,GLOSA 2 ENGL,peccary,~hehe,PET,GLOSA 2 PORT,h ẽ h ẽ,~hehe,GLOSA 3 PORT,AXBZ,TAN
1279,j e s e,GLOSS 3 ENGL,FALSE,porco do mato,117,PWT,GLOSA 2 ENGL,peccary,jese,PET,GLOSA 2 PORT,j e s e,jese,GLOSA 3 PORT,AXBZ,TUK
1280,j e s e,GLOSS 3 ENGL,FALSE,porco do mato,117,PWT,GLOSA 2 ENGL,peccary,jese,PET,GLOSA 2 PORT,j e s e,jese,GLOSA 3 PORT,AXBZ,TUY
1281,j e s e,GLOSS 3 ENGL,FALSE,porco do mato,117,PWT,GLOSA 2 ENGL,peccary,jese,PET,GLOSA 2 PORT,j e s e,jese,GLOSA 3 PORT,AXBZ,WAN
1282,ts e ts e,GLOSS 3 ENGL,TRUE,porco do mato,117,PWT,GLOSA 2 ENGL,peccary,tsetse,PET,GLOSA 2 PORT,ts e ts e,tsetse,GLOSA 3 PORT,AXBZ,YUP
1283,t j ẽ s e,,FALSE,,117,,,peccary,*tjẽse,,,ts ẽ s e,,,AXBZ,*PT
1284,n ĩ m ã,GLOSS 3 ENGL,FALSE,veneno,118,PWT,GLOSA 2 ENGL,poison,~diba,PET,GLOSA 2 PORT,n ĩ m ã,~diba,GLOSA 3 PORT,AXBZ,DES
1285,n ĩ m ã,GLOSS 3 ENGL,FALSE,veneno,118,PWT,GLOSA 2 ENGL,poison,~diba,PET,GLOSA 2 PORT,n ĩ m ã,~diba,GLOSA 3 PORT,AXBZ,KAR
1286,j i m a,GLOSS 3 ENGL,FALSE,veneno,118,PWT,GLOSA 2 ENGL,poison,jima,PET,GLOSA 2 PORT,j i m a,jima,GLOSA 3 PORT,AXBZ,KOR
1287,h ĩ m ã,GLOSS 3 ENGL,FALSE,veneno,118,PWT,GLOSA 2 ENGL,poison,~hima,PET,GLOSA 2 PORT,h ĩ m ã,~hima,GLOSA 3 PORT,AXBZ,KUB
1288,sʔ ĩ m a,GLOSS 3 ENGL,TRUE,veneno,118,PWT,GLOSA 2 ENGL,poison,sʔĩma,PET,GLOSA 2 PORT,sʔ ĩ m a,sʔĩma,GLOSA 3 PORT,AXBZ,SEK
1289,n ĩ m ã,GLOSS 3 ENGL,FALSE,veneno,118,PWT,GLOSA 2 ENGL,poison,~diba,PET,GLOSA 2 PORT,n ĩ m ã,~diba,GLOSA 3 PORT,AXBZ,TUK
1290,n ĩ m ã,GLOSS 3 ENGL,FALSE,veneno,118,PWT,GLOSA 2 ENGL,poison,~diba,PET,GLOSA 2 PORT,n ĩ m ã,~diba,GLOSA 3 PORT,AXBZ,TUY
1291,ɲ ĩ m ã,GLOSS 3 ENGL,FALSE,veneno,118,PWT,GLOSA 2 ENGL,poison,~jiba,PET,GLOSA 2 PORT,ɲ ĩ m ã,~jiba,GLOSA 3 PORT,AXBZ,WAN
1292,t j i m a,,FALSE,,118,,,poison,*tjima,,,ts i m a,,,AXBZ,*PT
1293,c ɨ̃ m ẽ,unripe,FALSE,verde,119,PWT,blue,green,~cɨbe,PET,azul,ts ɨ̃ m ẽ ( - - ),~cɨbe,não maduro,AXBZ,BAS
1294,h ɨ̃ m ẽ,unripe,FALSE,verde,119,PWT,blue,green,~hɨbe,PET,azul,h ɨ̃ m ẽ ( - - ),~hɨbe,não maduro,AXBZ,KAR
1295,h ɨ̃ m ẽ,unripe,FALSE,verde,119,PWT,blue,green,~hɨbe,PET,azul,h ɨ̃ m ẽ ( - - ),~hɨbe,não maduro,AXBZ,KUB
1296,t ɨ m ɨ,unripe,FALSE,verde,119,PWT,blue,green,tɨmɨ,PET,azul,t ɨ m ɨ ( - - ),tɨmɨ,não maduro,AXBZ,KUE
1297,s ɨ h o,unripe,FALSE,verde,119,PWT,blue,green,sɨho,PET,azul,s ɨ h o ( - - ),sɨho,não maduro,AXBZ,SIO
1298,h ĩ ʔb ĩ,unripe,FALSE,verde,119,PWT,blue,green,~hiʔbi,PET,azul,h ĩ ʔm ĩ ( - - ),~hiʔbi,não maduro,AXBZ,TAN
1299,s ɨ ʔm e,unripe,FALSE,verde,119,PWT,blue,green,sɨʔme,PET,azul,s ɨ ʔm e ( - - ),sɨʔme,não maduro,AXBZ,TUK
1300,s ɨ̃ m ẽ r̃ ẽ,unripe,FALSE,verde,119,PWT,blue,green,~sɨbere,PET,azul,s ɨ̃ m ẽ ( r̃ ẽ ),~sɨbere,não maduro,AXBYBZ,TUY
1301,ts ɨ m ɨ,unripe,TRUE,verde,119,PWT,blue,green,tsɨmɨ,PET,azul,ts ɨ m ɨ ( - - ),tsɨmɨ,não maduro,AXBZ,YUP
1302,tj ɨ̃ pʔ e,,TRUE,,119,,,green,*tjɨ̃pʔe,,,ts ɨ̃ pʔ e ( - - ),,,AXBZ,*PT
1303,ɨ c a,GLOSS 3 ENGL,FALSE,frio,120,PWT,GLOSA 2 ENGL,cold,ɨca,PET,GLOSA 2 PORT,- ɨ ts a ( - ),"ɨca, jɨcɨ",GLOSA 3 PORT,XBZ,BAS
1304,j ɨ s a,GLOSS 3 ENGL,FALSE,frio,120,PWT,GLOSA 2 ENGL,cold,jɨsa,PET,GLOSA 2 PORT,j ɨ s a ( - ),jɨsa,GLOSA 3 PORT,AXBZ,DES
1305,s ɨ s ɨ,GLOSS 3 ENGL,FALSE,frio,120,PWT,GLOSA 2 ENGL,cold,sɨsɨ,PET,GLOSA 2 PORT,s ɨ s ɨ ( - ),sɨsɨ,GLOSA 3 PORT,AXBZ,KOR
1306,h ɨ h ɨ,GLOSS 3 ENGL,FALSE,frio,120,PWT,GLOSA 2 ENGL,cold,hɨhɨ,PET,GLOSA 2 PORT,h ɨ h ɨ ( - ),hɨhɨ,GLOSA 3 PORT,AXBZ,KUB
1307,j ɨ s ɨ a,GLOSS 3 ENGL,FALSE,frio,120,PWT,GLOSA 2 ENGL,cold,jɨsɨa,PET,GLOSA 2 PORT,j ɨ s ɨ ( a ),jɨsɨa,GLOSA 3 PORT,AXBYZ,KUE
1308,s ɨ s ɨ,GLOSS 3 ENGL,FALSE,frio,120,PWT,GLOSA 2 ENGL,cold,sɨsɨ,PET,GLOSA 2 PORT,s ɨ s ɨ ( - ),sɨsɨ,GLOSA 3 PORT,AXBZ,MAI
1309,s ɨ s ɨ,GLOSS 3 ENGL,FALSE,frio,120,PWT,GLOSA 2 ENGL,cold,sɨsɨ,PET,GLOSA 2 PORT,s ɨ s ɨ ( - ),sɨsɨ,GLOSA 3 PORT,AXBZ,SEK
1310,s ɨ s ɨ,GLOSS 3 ENGL,FALSE,frio,120,PWT,GLOSA 2 ENGL,cold,sɨsɨ,PET,GLOSA 2 PORT,s ɨ s ɨ ( - ),sɨsɨ,GLOSA 3 PORT,AXBZ,SIO
1311,h i ʔh i a,GLOSS 3 ENGL,FALSE,frio,120,PWT,GLOSA 2 ENGL,cold,hiʔhia,PET,GLOSA 2 PORT,h i ʔh i ( a ),hiʔhia,GLOSA 3 PORT,AXBYZ,TAN
1312,j ɨ s ɨ a,GLOSS 3 ENGL,FALSE,frio,120,PWT,GLOSA 2 ENGL,cold,jɨsɨa,PET,GLOSA 2 PORT,j ɨ s ɨ ( a ),jɨsɨa,GLOSA 3 PORT,AXBYZ,TUK
1313,j ɨ s ɨ a,GLOSS 3 ENGL,FALSE,frio,120,PWT,GLOSA 2 ENGL,cold,jɨsɨa,PET,GLOSA 2 PORT,j ɨ s ɨ ( a ),jɨsɨa,GLOSA 3 PORT,AXBYZ,TUY
